cycle	EX_12dgr160_e	EX_12dgr180_e	EX_1ag160_e	EX_1ag180_e	EX_1ag181d9_e	EX_1ag182d9d12_e	EX_23dhbzs3_e	EX_2ameph_e	EX_2m35mdntha_e	EX_35dnta_e	EX_3amp_e	EX_3cmp_e	EX_3gmp_e	EX_3hoxpac_e	EX_3ump_e	EX_4abut_e	EX_4hba_e	EX_4hoxpac_e	EX_4hphac_e	EX_4oxptn_e	EX_5drib_e	EX_5mcsn_e	EX_6atha_e	EX_LalaDgluMdapDala_e	EX_LalaLglu_e	EX_R3hdec4e_e	EX_R_3h4atba_e	EX_R_3hpt_e	EX_R_3htd58e_e	EX_abt__L_e	EX_abt_e	EX_ac_e	EX_acald_e	EX_acgam_e	EX_acmana_e	EX_actn__R_e	EX_acysbmn_e	EX_ad_e	EX_agm_e	EX_akg_e	EX_ala_B_e	EX_ala_L_asp__L_e	EX_ala_L_glu__L_e	EX_ala_L_thr__L_e	EX_ala__D_e	EX_ala__L_e	EX_ala_gln_e	EX_ala_his_e	EX_ala_leu_e	EX_alaala_e	EX_alagly_e	EX_alahis_e	EX_alaleu_e	EX_alathr_e	EX_alatrp_e	EX_alltn_e	EX_amp_e	EX_arg__L_e	EX_asn__L_e	EX_aso3_e	EX_aso4_e	EX_asp__L_e	EX_bmn_e	EX_buts_e	EX_butso3_e	EX_bz_e	EX_ca2_e	EX_carn_e	EX_cellb_e	EX_cgly_e	EX_chol_e	EX_chols_e	EX_chsterol_e	EX_cit_e	EX_cl_e	EX_cmp_e	EX_co2_e	EX_co_e	EX_cobalt2_e	EX_cpgn_e	EX_cpgn_un_e	EX_crn_e	EX_csn_e	EX_ctbt_e	EX_cu2_e	EX_cyan_e	EX_cys__L_e	EX_dag181d9_e	EX_dag182d9d12_e	EX_dca_e	EX_ddca_e	EX_dmso2_e	EX_drib_e	EX_dxyl_e	EX_enter_e	EX_eths_e	EX_ethso3_e	EX_fe2_e	EX_fe3_e	EX_fe3dcit_e	EX_fe3dhbzs3_e	EX_fe3hox_e	EX_fe3hox_un_e	EX_fe3mcbtt_e	EX_fe3pyovd_kt_e	EX_feenter_e	EX_feoxam_e	EX_feoxam_un_e	EX_fru_e	EX_fuc_e	EX_fum_e	EX_g1p_e	EX_g3pc_e	EX_g3pe_e	EX_g3pg_e	EX_g3ps_e	EX_gal_e	EX_galman4_e	EX_galman6_e	EX_galt_e	EX_gam_e	EX_glc__D_e	EX_glcman4_e	EX_glcman6_e	EX_glcur_e	EX_gln__L_e	EX_glu__L_e	EX_glucan4_e	EX_glucan6_e	EX_gly_asn__L_e	EX_gly_asp__L_e	EX_gly_cys_e	EX_gly_e	EX_gly_gln_e	EX_gly_glu__L_e	EX_gly_leu_e	EX_gly_met_e	EX_gly_phe_e	EX_gly_pro__L_e	EX_gly_tyr_e	EX_glyb_e	EX_glyc2p_e	EX_glyc3p_e	EX_glyc_e	EX_glygln_e	EX_glyglu_e	EX_glygly_e	EX_glyglygln_e	EX_glymet_e	EX_glyphe_e	EX_glyser_e	EX_gmp_e	EX_gthrd_e	EX_gua_e	EX_h2o2_e	EX_h2o_e	EX_h2s_e	EX_h_e	EX_hdca_e	EX_hdcea_e	EX_hexs_e	EX_hia_e	EX_his__L_e	EX_hisgly_e	EX_hishis_e	EX_hxa_e	EX_hxan_e	EX_icit_e	EX_ile__L_e	EX_ind3ac_e	EX_indole_e	EX_inost_e	EX_isetac_e	EX_istfrnA_e	EX_istfrnB_e	EX_istnt_e	EX_k_e	EX_lac__L_e	EX_lcts_e	EX_leu__L_e	EX_leuleu_e	EX_lipoate_e	EX_lmn2_e	EX_lnlc_e	EX_lys__L_e	EX_lysglugly_e	EX_mal__L_e	EX_malt_e	EX_malthp_e	EX_malthx_e	EX_man_e	EX_manttr_e	EX_mcbtt_e	EX_meoh_e	EX_met_L_ala__L_e	EX_met__D_e	EX_met__L_e	EX_metsox_R__L_e	EX_metsox_S__L_e	EX_mg2_e	EX_mn2_e	EX_mobd_e	EX_mso3_e	EX_na1_e	EX_nh4_e	EX_ni2_e	EX_no2_e	EX_no3_e	EX_o2_e	EX_oaa_e	EX_ocdca_e	EX_ocdcea_e	EX_octa_e	EX_orn_e	EX_orot_e	EX_peamn_e	EX_pentso3_e	EX_phe__L_e	EX_pheme_e	EX_pi_e	EX_pnto__R_e	EX_ppt_e	EX_pro__L_e	EX_progly_e	EX_prohisglu_e	EX_pser__L_e	EX_pta_e	EX_ptrc_e	EX_ptsla_e	EX_pyovd_kt_e	EX_r5p_e	EX_rib__D_e	EX_ribflv_e	EX_s_e	EX_salchs2_e	EX_salchs2fe_e	EX_salchs4_e	EX_salchs4fe_e	EX_sbt__D_e	EX_sel_e	EX_ser__D_e	EX_ser__L_e	EX_serglugly_e	EX_skm_e	EX_slnt_e	EX_so3_e	EX_so4_e	EX_stfrnA_e	EX_stfrnB_e	EX_succ_e	EX_sula_e	EX_sulfac_e	EX_tag160_e	EX_tag180_e	EX_tag181d9_e	EX_tag182d9d12_e	EX_tartr__D_e	EX_taur_e	EX_tcynt_e	EX_thm_e	EX_thr__L_e	EX_thrp_e	EX_thym_e	EX_tnt_e	EX_tol_e	EX_tre_e	EX_trp__L_e	EX_tsul_e	EX_ttdca_e	EX_ttdcea_e	EX_tyr__L_e	EX_ump_e	EX_ura_e	EX_urea_e	EX_vacc_e	EX_val__D_e	EX_val__L_e	EX_vanlt_e	EX_xan_e	EX_xyl3_e	EX_xyl__D_e	EX_xylan4_e	EX_xylb_e	EX_zn2_e
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01324908323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708587885	-0.021221525433	0.0	0.0	-0.0025193639186	0.0	0.0	0.0	0.0	-1.1288838477e-05	0.0	-6.7999505168e-05	0.0	0.0	0.0	0.0	0.0	-1.1288838477e-05	0.0	0.53926583199	0.0	-2.1688450483e-07	0.0	0.0	0.0	0.0	0.0	-1.5377111393e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.45637945e-05	-1.6934342137e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315572885	-0.00045597898986	0.0	0.0	0.0	0.0	0.0	-0.0027925519485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395829522	0.0	0.46510232904	0.0	-0.49820341621	0.0	0.0	0.0	0.0	-0.0075942247668	0.0	0.0	0.0	0.0	0.0	-0.010389190286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00042334337152	0.0	0.0	-0.010455718028	0.0	0.0	0.0	0.0	-0.001786346654	0.0	0.0	0.0	0.0	0.0	-0.0084595002546	0.0	0.0	0.0	0.0	0.0	-0.00033402165705	0.0	0.0	-1.8814730765e-05	-1.4986719284e-06	0.0	0.0	0.0	0.16918575158	0.0	0.0	-7.748130514e-13	-0.61841212296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899762453	0.0	-0.0021386829092	-1.2492526671e-06	0.0	-0.0050707583499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.6730603131e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779917237	0.0	0.0	0.0	0.0	-0.00020906364748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365257572e-07	-0.00081326679971	0.0	0.0	0.0	0.0	0.0	-0.00012328365942	0.0	0.0	0.0	0.0	0.0	-0.00071744309638	0.0	0.0	0.0	-0.0099234712851	0.0	0.0	0.0	0.0	0.0	0.0	-7.3957616149e-07
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013249082789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.004970858623	-0.021221524729	0.0	0.0	-0.0025193638346	0.0	0.0	0.0	0.0	-1.1288838107e-05	0.0	-6.7999502901e-05	0.0	0.0	0.0	0.0	0.0	-1.1288838107e-05	0.0	0.5392658141	0.0	-2.1688449774e-07	0.0	0.0	0.0	0.0	0.0	-1.537711089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4563794023e-05	-1.6934341584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315572442	-0.00045597897466	0.0	0.0	0.0	0.0	0.0	-0.0027925518554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395828842	0.0	0.4651023136	0.0	-0.4982033997	0.0	0.0	0.0	0.0	-0.007594224514	0.0	0.0	0.0	0.0	0.0	-0.010389189941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00042334335768	0.0	0.0	-0.01045571768	0.0	0.0	0.0	0.0	-0.0017863465945	0.0	0.0	0.0	0.0	0.0	-0.0084594999731	0.0	0.0	0.0	0.0	0.0	-0.00033402164613	0.0	0.0	-1.8814730197e-05	-1.4986718794e-06	0.0	0.0	0.0	0.16918574597	0.0	0.0	-7.748130514e-13	-0.61841210243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899760525	0.0	-0.0021386828388	-1.2492539834e-06	0.0	-0.005070758181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.6730601549e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779915746	0.0	0.0	0.0	0.0	-0.00020906364207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365255991e-07	-0.0008132667726	0.0	0.0	0.0	0.0	0.0	-0.00012328365539	0.0	0.0	0.0	0.0	0.0	-0.00071744307292	0.0	0.0	0.0	-0.0099234709549	0.0	0.0	0.0	0.0	0.0	0.0	-7.395761373e-07
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013249082349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708584574	-0.021221524024	0.0	0.0	-0.0025193637507	0.0	0.0	0.0	0.0	-1.1288837729e-05	0.0	-6.7999500634e-05	0.0	0.0	0.0	0.0	0.0	-1.1288837729e-05	0.0	0.53926579615	0.0	-2.1688449048e-07	0.0	0.0	0.0	0.0	0.0	-1.5377110375e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4563793536e-05	-1.6934341017e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315571999	-0.00045597895946	0.0	0.0	0.0	0.0	0.0	-0.0027925517624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395828163	0.0	0.46510229813	0.0	-0.49820338309	0.0	0.0	0.0	0.0	-0.0075942242612	0.0	0.0	0.0	0.0	0.0	-0.010389189595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0004233433435	0.0	0.0	-0.010455717332	0.0	0.0	0.0	0.0	-0.0017863465349	0.0	0.0	0.0	0.0	0.0	-0.0084594996916	0.0	0.0	0.0	0.0	0.0	-0.00033402163494	0.0	0.0	-1.8814729515e-05	-1.4986718292e-06	0.0	0.0	0.0	0.16918574034	0.0	0.0	-7.748130514e-13	-0.61841208185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899758597	0.0	-0.0021386827693	-1.2492543124e-06	0.0	-0.0050707580121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.673059993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779914254	0.0	0.0	0.0	0.0	-0.00020906363534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365254371e-07	-0.00081326674549	0.0	0.0	0.0	0.0	0.0	-0.00012328365126	0.0	0.0	0.0	0.0	0.0	-0.00071744304895	0.0	0.0	0.0	-0.0099234706247	0.0	0.0	0.0	0.0	0.0	0.0	-7.3957611254e-07
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013249081908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708582918	-0.02122152332	0.0	0.0	-0.0025193636667	0.0	0.0	0.0	0.0	-1.1288837353e-05	0.0	-6.7999498367e-05	0.0	0.0	0.0	0.0	0.0	-1.1288837353e-05	0.0	0.53926577817	0.0	-2.1688448324e-07	0.0	0.0	0.0	0.0	0.0	-1.5377109862e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4563793049e-05	-1.6934340451e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315571556	-0.00045597894425	0.0	0.0	0.0	0.0	0.0	-0.0027925516693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395827483	0.0	0.4651022826	0.0	-0.4982033665	0.0	0.0	0.0	0.0	-0.0075942240083	0.0	0.0	0.0	0.0	0.0	-0.01038918925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00042334332937	0.0	0.0	-0.010455716984	0.0	0.0	0.0	0.0	-0.0017863464754	0.0	0.0	0.0	0.0	0.0	-0.0084594994099	0.0	0.0	0.0	0.0	0.0	-0.00033402162379	0.0	0.0	-1.8814728946e-05	-1.4986717792e-06	0.0	0.0	0.0	0.16918573471	0.0	0.0	-7.748130514e-13	-0.61841206123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899756668	0.0	-0.0021386826917	-1.2492528317e-06	0.0	-0.0050707578432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.6730562466e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779912762	0.0	0.0	0.0	0.0	-0.00020906362696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365252756e-07	-0.00081326671838	0.0	0.0	0.0	0.0	0.0	-0.00012328364714	0.0	0.0	0.0	0.0	0.0	-0.00071744302495	0.0	0.0	0.0	-0.0099234702945	0.0	0.0	0.0	0.0	0.0	0.0	-7.3957608784e-07
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013249081467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708581261	-0.021221522615	0.0	0.0	-0.0025193635827	0.0	0.0	0.0	0.0	-1.1288836982e-05	0.0	-6.7999496098e-05	0.0	0.0	0.0	0.0	0.0	-1.1288836982e-05	0.0	0.53926576027	0.0	-2.1688447612e-07	0.0	0.0	0.0	0.0	0.0	-1.5377109357e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4563792571e-05	-1.6934339895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315571113	-0.00045597892905	0.0	0.0	0.0	0.0	0.0	-0.0027925515762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395826803	0.0	0.46510226715	0.0	-0.49820334993	0.0	0.0	0.0	0.0	-0.0075942237554	0.0	0.0	0.0	0.0	0.0	-0.010389188904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00042334331546	0.0	0.0	-0.010455716636	0.0	0.0	0.0	0.0	-0.0017863464158	0.0	0.0	0.0	0.0	0.0	-0.0084594991282	0.0	0.0	0.0	0.0	0.0	-0.00033402161282	0.0	0.0	-1.8814728264e-05	-1.49867173e-06	0.0	0.0	0.0	0.16918572909	0.0	0.0	-7.748130514e-13	-0.61841204069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899754739	0.0	-0.0021386826236	-1.2492538188e-06	0.0	-0.0050707576742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.6730507103e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.004477991127	0.0	0.0	0.0	0.0	-0.00020906362106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365251168e-07	-0.00081326669126	0.0	0.0	0.0	0.0	0.0	-0.00012328364309	0.0	0.0	0.0	0.0	0.0	-0.00071744300152	0.0	0.0	0.0	-0.0099234699641	0.0	0.0	0.0	0.0	0.0	0.0	-7.3957606355e-07
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013249081027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708579605	-0.02122152191	0.0	0.0	-0.0025193634987	0.0	0.0	0.0	0.0	-1.1288836606e-05	0.0	-6.799949383e-05	0.0	0.0	0.0	0.0	0.0	-1.1288836606e-05	0.0	0.53926574232	0.0	-2.168844689e-07	0.0	0.0	0.0	0.0	0.0	-1.5377108845e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4563792087e-05	-1.6934339332e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01331557067	-0.00045597891384	0.0	0.0	0.0	0.0	0.0	-0.0027925514831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395826123	0.0	0.46510225165	0.0	-0.49820333335	0.0	0.0	0.0	0.0	-0.0075942235024	0.0	0.0	0.0	0.0	0.0	-0.010389188558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00042334330138	0.0	0.0	-0.010455716288	0.0	0.0	0.0	0.0	-0.0017863463562	0.0	0.0	0.0	0.0	0.0	-0.0084594988465	0.0	0.0	0.0	0.0	0.0	-0.00033402160171	0.0	0.0	-1.8814727696e-05	-1.4986716801e-06	0.0	0.0	0.0	0.16918572346	0.0	0.0	-7.748130514e-13	-0.61841202009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.005789975281	0.0	-0.0021386825502	-1.2492541479e-06	0.0	-0.0050707575052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.6730505494e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779909777	0.0	0.0	0.0	0.0	-0.00020906361449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365249559e-07	-0.00081326666413	0.0	0.0	0.0	0.0	0.0	-0.00012328363899	0.0	0.0	0.0	0.0	0.0	-0.00071744297756	0.0	0.0	0.0	-0.0099234696337	0.0	0.0	0.0	0.0	0.0	0.0	-7.3957603895e-07
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013249080586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708577948	-0.021221521205	0.0	0.0	-0.0025193634147	0.0	0.0	0.0	0.0	-1.1288836225e-05	0.0	-6.7999491561e-05	0.0	0.0	0.0	0.0	0.0	-1.1288836225e-05	0.0	0.53926572434	0.0	-2.1688446158e-07	0.0	0.0	0.0	0.0	0.0	-1.5377108326e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4563791595e-05	-1.693433876e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315570227	-0.00045597889862	0.0	0.0	0.0	0.0	0.0	-0.00279255139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395825442	0.0	0.46510223619	0.0	-0.49820331674	0.0	0.0	0.0	0.0	-0.0075942232494	0.0	0.0	0.0	0.0	0.0	-0.010389188212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00042334328709	0.0	0.0	-0.01045571594	0.0	0.0	0.0	0.0	-0.0017863462966	0.0	0.0	0.0	0.0	0.0	-0.0084594985647	0.0	0.0	0.0	0.0	0.0	-0.00033402159043	0.0	0.0	-1.8814727014e-05	-1.4986716295e-06	0.0	0.0	0.0	0.16918571781	0.0	0.0	-7.748130514e-13	-0.6184119995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.005789975088	0.0	-0.0021386824881	-1.2492539834e-06	0.0	-0.0050707573362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.6730503861e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779908284	0.0	0.0	0.0	0.0	-0.00020906360726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365247926e-07	-0.00081326663699	0.0	0.0	0.0	0.0	0.0	-0.00012328363483	0.0	0.0	0.0	0.0	0.0	-0.00071744295333	0.0	0.0	0.0	-0.0099234693032	0.0	0.0	0.0	0.0	0.0	0.0	-7.3957601398e-07
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013249080145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.004970857629	-0.021221520499	0.0	0.0	-0.0025193633306	0.0	0.0	0.0	0.0	-1.1288835847e-05	0.0	-6.7999489291e-05	0.0	0.0	0.0	0.0	0.0	-1.1288835847e-05	0.0	0.53926570638	0.0	-2.1688445431e-07	0.0	0.0	0.0	0.0	0.0	-1.5377107811e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4563791107e-05	-1.6934338193e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315569784	-0.0004559788834	0.0	0.0	0.0	0.0	0.0	-0.0027925512968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395824762	0.0	0.4651022207	0.0	-0.49820330016	0.0	0.0	0.0	0.0	-0.0075942229963	0.0	0.0	0.0	0.0	0.0	-0.010389187866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0004233432729	0.0	0.0	-0.010455715592	0.0	0.0	0.0	0.0	-0.001786346237	0.0	0.0	0.0	0.0	0.0	-0.0084594982828	0.0	0.0	0.0	0.0	0.0	-0.00033402157924	0.0	0.0	-1.8814726445e-05	-1.4986715793e-06	0.0	0.0	0.0	0.16918571218	0.0	0.0	-7.748130514e-13	-0.61841197889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.005789974895	0.0	-0.00213868242	-1.2492541479e-06	0.0	-0.0050707571671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.6730502241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779906791	0.0	0.0	0.0	0.0	-0.00020906360053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.8365246306e-07	-0.00081326660985	0.0	0.0	0.0	0.0	0.0	-0.0001232836307	0.0	0.0	0.0	0.0	0.0	-0.0007174429293	0.0	0.0	0.0	-0.0099234689727	0.0	0.0	0.0	0.0	0.0	0.0	-7.395759892e-07
