cycle	EX_23dhbzs3_e	EX_2m35mdntha_e	EX_34dhbz_e	EX_34dhcinm_e	EX_35dnta_e	EX_3h4atb_e	EX_3mb_e	EX_3oxoadp_e	EX_4hbz_e	EX_4hpro_LT_e	EX_4hptn_e	EX_4oxptn_e	EX_6atha_e	EX_6hnac_e	EX_LalaLglu_e	EX_Lcyst_e	EX_R_3hhdca_e	EX_R_3hpdeca_e	EX_R_3hpnona_e	EX_R_3hpocta_e	EX_R_3hpt_e	EX_abt__D_e	EX_ac_e	EX_acac_e	EX_acald_e	EX_acgam_e	EX_acmana_e	EX_acon_C_e	EX_actn__R_e	EX_ad_e	EX_ade_e	EX_agm_e	EX_ala_L_asp__L_e	EX_ala_L_glu__L_e	EX_ala__D_e	EX_ala__L_e	EX_alaala_e	EX_alahis_e	EX_alaleu_e	EX_alathr_e	EX_alatrp_e	EX_alltn_e	EX_apc_e	EX_arab__L_e	EX_arg__L_e	EX_asn__L_e	EX_aso3_e	EX_aso4_e	EX_asp__L_e	EX_balaala_e	EX_balabala_e	EX_balagly_e	EX_balaleu_e	EX_balamd_e	EX_btn_e	EX_btoh_e	EX_buts_e	EX_butso3_e	EX_bz_e	EX_ca2_e	EX_carn_e	EX_cd2_e	EX_cellb_e	EX_cgly_e	EX_chol_e	EX_cit_e	EX_cl_e	EX_cm_e	EX_cmcbtt_e	EX_co2_e	EX_co_e	EX_cobalt2_e	EX_cpgn_e	EX_cpgn_un_e	EX_crn_e	EX_crtn_e	EX_csn_e	EX_cu2_e	EX_cyan_e	EX_cys__L_e	EX_dca_e	EX_dextrin_e	EX_dmso2_e	EX_doxrbcn_e	EX_drib_e	EX_enter_e	EX_eths_e	EX_ethso3_e	EX_etoh_e	EX_fald_e	EX_fcmcbtt_e	EX_fe2_e	EX_fe3_e	EX_fe3dcit_e	EX_fe3dhbzs3_e	EX_fe3hox_e	EX_fe3hox_un_e	EX_fe3mcbtt_e	EX_fe3pyovd_kt_e	EX_feenter_e	EX_for_e	EX_fru_e	EX_fum_e	EX_fusa_e	EX_g3pc_e	EX_g3pi_e	EX_g3ps_e	EX_gal_bD_e	EX_gal_e	EX_galct__D_e	EX_galctn__D_e	EX_galctr__D_e	EX_galt_e	EX_galur_e	EX_gam_e	EX_glc__D_e	EX_glcn__D_e	EX_glcr_e	EX_glcur_e	EX_gln__L_e	EX_glu__L_e	EX_gly_asn__L_e	EX_gly_asp__L_e	EX_gly_e	EX_gly_glu__L_e	EX_gly_pro__L_e	EX_glyald_e	EX_glyb_e	EX_glyc2p_e	EX_glyc3p_e	EX_glyc_e	EX_glycol_e	EX_glygln_e	EX_glyglu_e	EX_glygly_e	EX_glymet_e	EX_glyphe_e	EX_glyser_e	EX_gthrd_e	EX_gua_e	EX_h2_e	EX_h2o2_e	EX_h2o_e	EX_h2s_e	EX_h_e	EX_hexs_e	EX_his__L_e	EX_hisgly_e	EX_hishis_e	EX_hpta_e	EX_hxa_e	EX_hxan_e	EX_icit_e	EX_ile__L_e	EX_ind3ac_e	EX_indole_e	EX_inost_e	EX_isetac_e	EX_istfrnA_e	EX_istfrnB_e	EX_istnt_e	EX_k_e	EX_lac__D_e	EX_lac__L_e	EX_lcts_e	EX_leu__D_e	EX_leu__L_e	EX_leuleu_e	EX_lnlc_e	EX_lys__D_e	EX_lys__L_e	EX_m_xyl_e	EX_mal__D_e	EX_mal__L_e	EX_malt_e	EX_malthp_e	EX_malthx_e	EX_malttr_e	EX_maltttr_e	EX_man_e	EX_mcbtt_e	EX_meoh_e	EX_met_L_ala__L_e	EX_met__D_e	EX_met__L_e	EX_mg2_e	EX_mn2_e	EX_mobd_e	EX_mso3_e	EX_na1_e	EX_nac_e	EX_nh4_e	EX_ni2_e	EX_nmn_e	EX_no2_e	EX_no3_e	EX_no_e	EX_nona_e	EX_novbcn_e	EX_o2_e	EX_oaa_e	EX_octa_e	EX_orn_e	EX_orot_e	EX_oxa_e	EX_p_xyl_e	EX_pea_e	EX_pentso3_e	EX_phe__L_e	EX_phedca_e	EX_phehpa_e	EX_phehxa_e	EX_pheme_e	EX_phenona_e	EX_pheocta_e	EX_phept_e	EX_pi_e	EX_pime_e	EX_ppoh_e	EX_pro__L_e	EX_progly_e	EX_prohisglu_e	EX_pta_e	EX_ptrc_e	EX_ptsla_e	EX_pyovd_kt_e	EX_pyr_e	EX_rib__D_e	EX_rnam_e	EX_s_e	EX_salchs2_e	EX_salchs2fe_e	EX_salchs4_e	EX_salchs4fe_e	EX_sbt__D_e	EX_sel_e	EX_ser__L_e	EX_serglugly_e	EX_skm_e	EX_slnt_e	EX_so3_e	EX_so4_e	EX_spmd_e	EX_stfrnA_e	EX_stfrnB_e	EX_succ_e	EX_sucr_e	EX_sula_e	EX_sulfac_e	EX_tagur_e	EX_tartr__L_e	EX_taur_e	EX_tcb_e	EX_tcynt_e	EX_thr__L_e	EX_thym_e	EX_tnt_e	EX_tol_e	EX_tre_e	EX_trp__L_e	EX_tsul_e	EX_tton_e	EX_ttrcyc_e	EX_tyr__D_e	EX_tyr__L_e	EX_ura_e	EX_urate_e	EX_urea_e	EX_val__D_e	EX_val__L_e	EX_vanln_e	EX_vanlt_e	EX_xyl__D_e	EX_zn2_e
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0021795238242	0.0	0.0	0.0	0.0	-0.01324908323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708587885	-0.021221525433	0.0	0.0	-0.0025193639186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498866935e-05	0.0	0.0	-6.7999505168e-05	0.0	0.0	0.0	-8.1498866935e-05	0.0	0.0	0.0	0.0	-1.5657803446e-06	0.0	0.0	0.0	0.0	0.0	-1.1101382643e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893029364	-1.5895303347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315572885	-0.00045597898986	0.0	0.0	-0.0027925519485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395829522	0.0	0.0	5.8699113067	0.0	-9.9970008983	0.0	-0.0075942247668	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389190286	0.0013161422629	0.0	0.0	0.0	0.0	0.0	0.0	-0.003056293628	0.0	0.0	0.0	0.0	-0.010455718028	0.0	0.0	0.0	-0.001786346654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0084595002546	0.0	0.0	0.0	0.0	-0.0024098768693	-0.00013583144489	-1.0819542126e-05	0.0	0.0	0.0	-0.000108665434	0.036382687922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537175337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899762453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440050388	0.0	0.0	-0.0050707583499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779917237	0.0	0.0	0.0	0.0	-0.0015143757741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00081326679971	0.0	0.0	0.0	0.0	-0.0022061787842	0.0	0.0	0.0	0.0	0.0	-0.001872981568	0.0	0.0	0.0	-0.0099234712851	0.0	0.0	0.0	-5.3393109667e-06
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0021795237516	0.0	0.0	0.0	0.0	-0.013249082789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.004970858623	-0.021221524729	0.0	0.0	-0.0025193638346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498864217e-05	0.0	0.0	-6.7999502901e-05	0.0	0.0	0.0	-8.1498864217e-05	0.0	0.0	0.0	0.0	-1.5657802924e-06	0.0	0.0	0.0	0.0	0.0	-1.1101382273e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893028989	-1.5895302972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315572442	-0.00045597897466	0.0	0.0	-0.0027925518554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395828842	0.0	0.0	5.8699112855	0.0	-9.9970008983	0.0	-0.007594224514	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389189941	0.0013161422191	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030562935261	0.0	0.0	0.0	0.0	-0.01045571768	0.0	0.0	0.0	-0.0017863465945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0084594999731	0.0	0.0	0.0	0.0	-0.0024098767889	-0.00013583144036	-1.0819541785e-05	0.0	0.0	0.0	-0.00010866543038	0.036382686698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537175258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899760525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440049887	0.0	0.0	-0.005070758181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779915746	0.0	0.0	0.0	0.0	-0.001514375725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0008132667726	0.0	0.0	0.0	0.0	-0.0022061787107	0.0	0.0	0.0	0.0	0.0	-0.0018729815056	0.0	0.0	0.0	-0.0099234709549	0.0	0.0	0.0	-5.3393107891e-06
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0021795236788	0.0	0.0	0.0	0.0	-0.013249082348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708584572	-0.021221524023	0.0	0.0	-0.0025193637506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498861511e-05	0.0	0.0	-6.7999500631e-05	0.0	0.0	0.0	-8.1498861511e-05	0.0	0.0	0.0	0.0	-1.5657802404e-06	0.0	0.0	0.0	0.0	0.0	-1.1101381904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893028614	-1.5895302596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315571999	-0.00045597895944	0.0	0.0	-0.0027925517622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395828162	0.0	0.0	5.8699112641	0.0	-9.9970008983	0.0	-0.0075942242609	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389189595	0.0013161421751	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030562934246	0.0	0.0	0.0	0.0	-0.010455717332	0.0	0.0	0.0	-0.0017863465348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0084594996912	0.0	0.0	0.0	0.0	-0.0024098767089	-0.00013583143585	-1.0819541444e-05	0.0	0.0	-1.0842021725000002e-19	-0.00010866542675	0.0363826855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537175178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899758594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440049359	0.0	0.0	-0.0050707580119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779914252	0.0	0.0	0.0	0.0	-0.0015143756747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00081326674546	0.0	0.0	0.0	0.0	-0.0022061786371	0.0	0.0	0.0	0.0	0.0	-0.0018729814431	0.0	0.0	0.0	-0.0099234706243	0.0	0.0	0.0	-5.3393106043e-06
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.002179523606	0.0	0.0	0.0	0.0	-0.013249081906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708582911	-0.021221523317	0.0	0.0	-0.0025193636664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498858781e-05	0.0	0.0	-6.7999498357e-05	0.0	0.0	0.0	-8.1498858781e-05	0.0	0.0	0.0	0.0	-1.5657801879e-06	0.0	0.0	0.0	0.0	0.0	-1.1101381532e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893028238	-1.5895302221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315571555	-0.00045597894419	0.0	0.0	-0.0027925516689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.002039582748	0.0	0.0	5.8699112428	0.0	-9.9970008983	0.0	-0.0075942240073	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389189248	0.0013161421311	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030562933222	0.0	0.0	0.0	0.0	-0.010455716983	0.0	0.0	0.0	-0.0017863464751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0084594994088	0.0	0.0	0.0	0.0	-0.0024098766282	-0.0001358314313	-1.0819541103e-05	0.0	0.0	0.0	-0.00010866542312	0.036382684273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537175099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899756661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440048856	0.0	0.0	-0.0050707578425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779912756	0.0	0.0	0.0	0.0	-0.0015143756234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00081326671827	0.0	0.0	0.0	0.0	-0.0022061785633	0.0	0.0	0.0	0.0	0.0	-0.0018729813805	0.0	0.0	0.0	-0.0099234702931	0.0	0.0	0.0	-5.3393104338e-06
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.002179523533	0.0	0.0	0.0	0.0	-0.013249081464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708581248	-0.021221522609	0.0	0.0	-0.002519363582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498856053e-05	0.0	0.0	-6.799949608e-05	0.0	0.0	0.0	-8.1498856053e-05	0.0	0.0	0.0	0.0	-1.5657801355e-06	0.0	0.0	0.0	0.0	0.0	-1.1101381161e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893027861	-1.5895301844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.01331557111	-0.00045597892892	0.0	0.0	-0.0027925515754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395826797	0.0	0.0	5.8699112215	0.0	-9.9970008983	0.0	-0.0075942237534	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389188901	0.0013161420871	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030562932199	0.0	0.0	0.0	0.0	-0.010455716633	0.0	0.0	0.0	-0.0017863464153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.008459499126	0.0	0.0	0.0	0.0	-0.0024098765475	-0.00013583142675	-1.0819540762e-05	0.0	0.0	0.0	-0.00010866541948	0.036382683045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537175019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899754724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440048344	0.0	0.0	-0.0050707576729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779911258	0.0	0.0	0.0	0.0	-0.0015143755742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00081326669104	0.0	0.0	0.0	0.0	-0.0022061784895	0.0	0.0	0.0	0.0	0.0	-0.0018729813178	0.0	0.0	0.0	-0.0099234699615	0.0	0.0	0.0	-5.339310249e-06
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0021795234599	0.0	0.0	0.0	0.0	-0.013249081021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708579582	-0.0212215219	0.0	0.0	-0.0025193634976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498853338e-05	0.0	0.0	-6.7999493799e-05	0.0	0.0	0.0	-8.1498853338e-05	0.0	0.0	0.0	0.0	-1.5657800833e-06	0.0	0.0	0.0	0.0	0.0	-1.1101380791e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893027484	-1.5895301467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315570664	-0.00045597891363	0.0	0.0	-0.0027925514818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395826113	0.0	0.0	5.8699111999	0.0	-9.9970008983	0.0	-0.007594223499	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389188553	0.0013161420427	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030562931181	0.0	0.0	0.0	0.0	-0.010455716283	0.0	0.0	0.0	-0.0017863463554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0084594988427	0.0	0.0	0.0	0.0	-0.0024098764672	-0.00013583142223	-1.0819540421e-05	0.0	0.0	-1.0842021725000002e-19	-0.00010866541584	0.03638268186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537174939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899752784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440047801	0.0	0.0	-0.0050707575029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779909757	0.0	0.0	0.0	0.0	-0.0015143755237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00081326666376	0.0	0.0	0.0	0.0	-0.0022061784155	0.0	0.0	0.0	0.0	0.0	-0.001872981255	0.0	0.0	0.0	-0.0099234696293	0.0	0.0	0.0	-5.3393100714e-06
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0021795233868	0.0	0.0	0.0	0.0	-0.013249080577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708577914	-0.02122152119	0.0	0.0	-0.002519363413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498850596e-05	0.0	0.0	-6.7999491515e-05	0.0	0.0	0.0	-8.1498850596e-05	0.0	0.0	0.0	0.0	-1.5657800307e-06	0.0	0.0	0.0	0.0	0.0	-1.1101380417e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893027107	-1.5895301089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315570218	-0.00045597889831	0.0	0.0	-0.0027925513881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395825429	0.0	0.0	5.8699111785	0.0	-9.9970008983	0.0	-0.0075942232443	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389188205	0.0013161419986	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030562930153	0.0	0.0	0.0	0.0	-0.010455715933	0.0	0.0	0.0	-0.0017863462954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.008459498559	0.0	0.0	0.0	0.0	-0.0024098763861	-0.00013583141766	-1.0819539966e-05	0.0	0.0	0.0	-0.00010866541218	0.036382680624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537174859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899750841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440047293	0.0	0.0	-0.0050707573328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779908254	0.0	0.0	0.0	0.0	-0.0015143754734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00081326663644	0.0	0.0	0.0	0.0	-0.0022061783414	0.0	0.0	0.0	0.0	0.0	-0.0018729811921	0.0	0.0	0.0	-0.0099234692965	0.0	0.0	0.0	-5.3393099009e-06
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0021795233135	0.0	0.0	0.0	0.0	-0.013249080132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0049708576243	-0.021221520479	0.0	0.0	-0.0025193633282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.1498847881e-05	0.0	0.0	-6.7999489227e-05	0.0	0.0	0.0	-8.1498847881e-05	0.0	0.0	0.0	0.0	-1.5657799785e-06	0.0	0.0	0.0	0.0	0.0	-1.1101380048e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5893026729	-1.5895300711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.013315569771	-0.00045597888297	0.0	0.0	-0.0027925512942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0020395824743	0.0	0.0	5.8699111569	0.0	-9.9970008983	0.0	-0.0075942229891	0.0	0.0	0.0	0.0	0.0	0.0	-0.010389187856	0.0013161419541	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030562929134	0.0	0.0	0.0	0.0	-0.010455715582	0.0	0.0	0.0	-0.0017863462354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0084594982748	0.0	0.0	0.0	0.0	-0.0024098763059	-0.00013583141313	-1.0819539625e-05	0.0	0.0	-1.0842021725000002e-19	-0.00010866540853	0.036382679438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8537174778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0057899748895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015440046747	0.0	0.0	-0.0050707571623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0044779906749	0.0	0.0	0.0	0.0	-0.0015143754223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00081326660908	0.0	0.0	0.0	0.0	-0.0022061782672	0.0	0.0	0.0	0.0	0.0	-0.0018729811291	0.0	0.0	0.0	-0.0099234689633	0.0	0.0	0.0	-5.3393097161e-06
